id,name,geom,type,type_validated,start_date,end_date,municipality,province,num_branches,active_1950_1959,active_1960_1969,active_1970_1979,active_1980_1989,active_1990_1999,active_2000_2009,active_2010_2019,active_2020_2029
04QT,Basisschool EigenWijs,POINT(4.8677619 51.7988565),BAS,True,1-8-1985,,VELDHOVEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04QU,Christelijk Kindcentrum De Schutsluis,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,BLOKZIJL,Overijssel,1,False,False,False,True,True,True,True,True
04QV,Rehobothschool,POINT(5.17820676974601 52.1015489),BAS,True,1-8-1985,,GELDERMALSEN,Gelderland,2,False,False,False,True,True,True,True,True
04QY,Jenaplan Basisschool De Troubadour,POINT(6.8992435 52.2168502),BAS,True,1-8-1985,,ARNHEM,Gelderland,1,False,False,False,True,True,True,True,True
04RA,Geref School De Zaaier,POINT(6.0565477 52.4766859),BAS,True,1-8-1985,,HATTEM,Gelderland,1,False,False,False,True,True,True,True,True
04RC,Christelijke Basisschool De Bornput,POINT(4.3472792 51.9809421),BAS,True,1-8-1985,,OOSTDIJK,Zeeland,1,False,False,False,True,True,True,True,True
04RF,CBS Het Kompas,POINT(5.0338659 51.9634446),BAS,True,1-8-1985,,LEXMOND,Utrecht,1,False,False,False,True,True,True,True,True
04RG,Protestant Christelijke Basisschool De Akker,POINT(4.8682673 51.801082),BAS,True,1-8-1985,1-8-2013,OOSTEREND NH,Noord-Holland,1,False,False,False,True,True,True,True,False
04RH,Dr. H. Bavinckschool,POINT(4.6742114 51.8097526),BAS,True,1-8-1985,,DORDRECHT,Zuid-Holland,2,False,False,False,True,True,True,True,True
04RI,Nutsschool Beneden Beekloop School voor Basisonderwijs,POINT(5.550865178670189 51.42927555),BAS,True,1-8-1985,,GELDROP,Noord-Brabant,1,False,False,False,True,True,True,True,True
04RJ,Basisschool De Hoeksteen,POINT(6.8911312 52.2219198),BAS,True,1-8-1985,,GROENLO,Gelderland,1,False,False,False,True,True,True,True,True
04RK,Basisschool De Laweij,POINT(6.0920207 52.512764),BAS,True,1-8-1985,,HAULERWIJK,Friesland,1,False,False,False,True,True,True,True,True
04RL,Eben Haezer-School,POINT(5.5160304 51.9485466),BAS,True,1-8-1985,,LIENDEN,Gelderland,1,False,False,False,True,True,True,True,True
04RM,Rooms Katholieke Basisschool De Zonneberg,POINT(4.58478748921938 51.6880942),BAS,True,1-8-1985,,KRUISLAND,Noord-Brabant,1,False,False,False,True,True,True,True,True
04RP,Basisschool Wereldwijs,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,EERSEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04RQ,De Regenboog,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,REEUWIJK,Zuid-Holland,1,False,False,False,True,True,True,True,True
04RS,Basisschool De Vijf Eiken,POINT(6.898028 52.2215361),BAS,True,1-8-1985,,RIJEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04RT,Vereniging Nutsschool Wassenaar,POINT(4.4023123 52.1421284),BAS,True,1-8-1985,,WASSENAAR,Zuid-Holland,1,False,False,False,True,True,True,True,True
04RU,Samenwerkingsschool De Wereldweide,POINT(4.66543589248697 52.38490765),BAS,True,1-8-1985,,WOUBRUGGE,Zuid-Holland,1,False,False,False,True,True,True,True,True
04RV,Basisschool De Eendragt Christelijk Nationaal Onderwijs,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,ZEVENHUIZEN ZH,Zuid-Holland,1,False,False,False,True,True,True,True,True
04RX,Basisschool Het Kompas Nederlands Hervormd Onderwijs,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,STELLENDAM,Zuid-Holland,1,False,False,False,True,True,True,True,True
04SB,Kindcentrum De Kastanjelaar,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,MILHEEZE,Noord-Brabant,1,False,False,False,True,True,True,True,True
04SC,School der Vlissingse Schoolvereniging,POINT(4.23304 51.4582199),BAS,True,1-8-1985,,VLISSINGEN,Zeeland,1,False,False,False,True,True,True,True,True
04SG,Oranje Nassau-School,POINT(4.58478748921938 51.6880942),BAS,True,1-8-1985,,STOLWIJK,Zuid-Holland,1,False,False,False,True,True,True,True,True
04SJ,Oecumenische Basisschool De Wegwijzer,POINT(6.040716 50.9184678),BAS,True,1-8-1985,,LANDGRAAF,Limburg,1,False,False,False,True,True,True,True,True
04SK,St Frans School,POINT(6.858206965213647 53.43754245),BAS,True,1-8-1985,,EMMEN,Drenthe,1,False,False,False,True,True,True,True,True
04SL,Christelijke Basisschool De Holtbanck,POINT(6.0280369 52.0062343),BAS,True,1-8-1985,,RHEDEN,Gelderland,1,False,False,False,True,True,True,True,True
04SN,De Baptist,POINT(4.3471226 51.9808978),BAS,True,1-8-1985,,BATENBURG,Gelderland,1,False,False,False,True,True,True,True,True
04SO,Nutsschool voor Basisonderwijs,POINT(6.8930482 52.2222161),BAS,True,1-8-1985,,OLDENZAAL,Overijssel,1,False,False,False,True,True,True,True,True
04SP,Montessorischool De Binnenstad,POINT(6.264248431753151 51.874374),BAS,True,1-8-1985,,ARNHEM,Gelderland,1,False,False,False,True,True,True,True,True
04SR,Basisschool Nieuw Vreugd en Rust,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,VOORBURG,Zuid-Holland,1,False,False,False,True,True,True,True,True
04SV,RK Basisschool De Blokkendoos,POINT(4.3472792 51.9809421),BAS,True,1-8-1985,,LOON OP ZAND,Noord-Brabant,1,False,False,False,True,True,True,True,True
04SW,Rooms Katholieke Basisschool St Jozef,POINT(5.6768702 51.9768301),BAS,True,1-8-1985,,WAGENINGEN,Gelderland,1,False,False,False,True,True,True,True,True
04SX,bms De Triangel,POINT(5.927976 53.1775253),BAS,True,1-8-1985,,SUWALD,Friesland,1,False,False,False,True,True,True,True,True
04SY,RK Basisschool Gummarus,POINT(4.23304 51.4582199),BAS,True,1-8-1985,,STEENBERGEN NB,Noord-Brabant,1,False,False,False,True,True,True,True,True
04TA,Basisschool De Hoeksteen Christelijk Onderwijs,POINT(5.17820676974601 52.1015489),BAS,True,1-8-1985,,WELL GLD,Gelderland,1,False,False,False,True,True,True,True,True
04TB,Christelijke Basisschool De Grunslach,POINT(5.606844 53.1668014),BAS,True,1-8-1985,,WJELSRYP,Friesland,1,False,False,False,True,True,True,True,True
04TC,De Zaaier,POINT(5.4767246 51.4418098),BAS,True,1-8-1985,,WIJNGAARDEN,Zuid-Holland,1,False,False,False,True,True,True,True,True
04TD,RK Daltonschool De Leeuwerik,POINT(4.66543589248697 52.38490765),BAS,True,1-8-1985,,LEIDERDORP,Zuid-Holland,1,False,False,False,True,True,True,True,True
04TF,Kindcentrum De Ontdekking,POINT(4.8420292 51.7073648),BAS,True,1-8-1985,,OOSTERHOUT NB,Noord-Brabant,1,False,False,False,True,True,True,True,True
04TG,Kindcentrum Drijber,POINT(6.5468591 52.7878455),BAS,True,1-8-1985,,DRIJBER,Drenthe,1,False,False,False,True,True,True,True,True
04TH,Basisschool Roald Dahl,POINT(6.8930482 52.2222161),BAS,True,1-8-1985,,SINT-MICHIELSGESTEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04TK,CBS De Parel,POINT(6.8930482 52.2222161),BAS,True,1-8-1985,,RIJSWIJK NB,Noord-Brabant,1,False,False,False,True,True,True,True,True
04TL,Bloei - Terherne,POINT(5.7828029 53.0395798),BAS,True,1-8-1985,,TERHERNE,Friesland,1,False,False,False,True,True,True,True,True
04TM,Lourdesschool,POINT(4.8986647 52.5760607),BAS,True,1-8-1985,,WESTBEEMSTER,Noord-Holland,1,False,False,False,True,True,True,True,True
04TN,Het Anker,POINT(4.3471538 51.9808535),BAS,True,1-8-1985,,ZWARTEBROEK,Gelderland,1,False,False,False,True,True,True,True,True
04TT,Heybergschool Molenwiek,POINT(4.279586499754901 51.879845849999995),BAS,True,1-8-1985,,ROTTERDAM,Zuid-Holland,1,False,False,False,True,True,True,True,True
04TU,Basisschool De Hoge Voorde,POINT(6.306850006701888 52.1037168),BAS,True,1-8-1985,,VORDEN,Gelderland,1,False,False,False,True,True,True,True,True
04TV,Basisschool De Buuzekaemp Christelijk Onderwijs,POINT(4.8677619 51.7988565),BAS,True,1-8-1985,,BELT-SCHUTSLOOT,Overijssel,1,False,False,False,True,True,True,True,True
04TW,Basisschool St Michael,POINT(5.1720168 52.1038217),BAS,True,1-8-1985,,DE BILT,Utrecht,1,False,False,False,True,True,True,True,True
04TX,Basisschool De Hoeksteen School met de Bijbel,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,SPIJK GEM WEST BETUWE,Gelderland,1,False,False,False,True,True,True,True,True
04UA,School met de Bijbel De Ark,POINT(4.3471226 51.9808978),BAS,True,1-8-1985,,OUD-VOSSEMEER,Zeeland,1,False,False,False,True,True,True,True,True
04UB,Basisschool Groen van Prinsterer,POINT(4.8677619 51.7988565),BAS,True,1-8-1985,,KAMPEN,Overijssel,1,False,False,False,True,True,True,True,True
04UC,Rooms Katholieke Basisschool St Jan,POINT(4.3474685 51.9807396),BAS,True,1-8-1985,,BREEZAND,Noord-Holland,1,False,False,False,True,True,True,True,True
04UD,Basisschool Marang,POINT(6.264248431753151 51.874374),BAS,True,1-8-1985,,ANGEREN,Gelderland,1,False,False,False,True,True,True,True,True
04UF,Basisschool De Stuifhoek,POINT(4.7845103 51.6734957),BAS,True,1-8-1985,,MADE,Noord-Brabant,1,False,False,False,True,True,True,True,True
04UG,Gr v Prinsterer-School,POINT(4.8696423 51.7985724),BAS,True,1-8-1985,,KATWIJK ZH,Zuid-Holland,1,False,False,False,True,True,True,True,True
04UH,De Zaaier,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,TEUGE,Gelderland,1,False,False,False,True,True,True,True,True
04UI,School met de Bijbel,POINT(5.9338276 52.5811257),BAS,True,1-8-1985,,GRAFHORST,Overijssel,1,False,False,False,True,True,True,True,True
04UK,Koningin Wilhelmina-School,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,HARDINXVELD-GIESSENDAM,Zuid-Holland,1,False,False,False,True,True,True,True,True
04UL,Rehoboth-School,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,IJSSELMUIDEN,Overijssel,1,False,False,False,True,True,True,True,True
04UN,KB Aeresteijn,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,TER AAR,Zuid-Holland,1,False,False,False,True,True,True,True,True
04UO,Basisschool ST Lambertus,POINT(4.58478748921938 51.6880942),BAS,True,1-8-1985,,NETERSEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04UQ,Basissch De Goede Polder,POINT(3.6138076 51.5760816),BAS,True,1-8-1985,,VROUWENPOLDER,Zeeland,1,False,False,False,True,True,True,True,True
04UR,Christelijke basisschool de Driesprong,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,HOGE HEXEL,Overijssel,1,False,False,False,True,True,True,True,True
04US,Protestants Christelijke Basisschool De Veenbrug,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,DAARLERVEEN,Overijssel,1,False,False,False,True,True,True,True,True
04UT,Basisschool Het Open Venster,POINT(4.5239148 51.8743356),BAS,True,1-8-1985,,ROTTERDAM,Zuid-Holland,1,False,False,False,True,True,True,True,True
04UU,CBS Herédium,POINT(5.1080607 52.1022296),BAS,True,1-8-1985,,ZIJDERVELD,Utrecht,1,False,False,False,True,True,True,True,True
04UV,De Waterval,POINT(6.0212448 52.1226418),BAS,True,1-8-1985,,LOENEN,Gelderland,1,False,False,False,True,True,True,True,True
04UW,Kindcentrum Regenboog,POINT(4.23304 51.4582199),BAS,True,1-8-1985,,NOOTDORP,Zuid-Holland,1,False,False,False,True,True,True,True,True
04UZ,BS De Vonder,POINT(5.4767246 51.4418098),BAS,True,1-8-1985,,MOERGESTEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04VA,Rooms Katholieke Basisschool St Joseph,POINT(6.8930482 52.2222161),BAS,True,1-8-1985,,BLOEMENDAAL,Noord-Holland,1,False,False,False,True,True,True,True,True
04VD,Prins Willem Alexander,POINT(4.58478748921938 51.6880942),BAS,True,1-8-1985,,SLIEDRECHT,Zuid-Holland,2,False,False,False,True,True,True,True,True
04VF,KC de Meerstroom,POINT(6.898028 52.2215361),BAS,True,1-8-1985,,MUIDERBERG,Noord-Holland,1,False,False,False,True,True,True,True,True
04VG,Samenwerkingsschool De Nijewier,POINT(4.8677619 51.7988565),BAS,True,1-8-1985,,TJALLEBERD,Friesland,1,False,False,False,True,True,True,True,True
04VI,Basisschool De Tweestroom,POINT(5.5657833 51.8504254),BAS,True,1-8-1985,,ALTFORST,Gelderland,1,False,False,False,True,True,True,True,True
04VJ,Rooms Katholieke Basisschool De Heggerank,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,HEIJEN,Limburg,1,False,False,False,True,True,True,True,True
04VK,Christelijke Basisschool De Wel,POINT(6.8935914 52.2204351),BAS,True,1-8-1985,,NIJEVEEN,Drenthe,1,False,False,False,True,True,True,True,True
04VL,Christelijke Basisschool d'n Akker,POINT(4.3470836 51.9809717),BAS,True,1-8-1985,,WAARDE,Zeeland,1,False,False,False,True,True,True,True,True
04VM,Sint Antoniusschool,POINT(3.730592783214474 51.444867599999995),BAS,True,1-8-1985,,AXEL,Zeeland,1,False,False,False,True,True,True,True,True
04VN,De Oase,POINT(6.1000962 52.2330949),BAS,True,1-8-1985,,TWELLO,Gelderland,1,False,False,False,True,True,True,True,True
04VO,Basisschool De Weiert,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,ARCEN,Limburg,1,False,False,False,True,True,True,True,True
04VQ,Freule van Pallandtschool,POINT(6.8934123 52.2192168),BAS,True,1-8-1985,,NEERIJNEN,Gelderland,1,False,False,False,True,True,True,True,True
04VR,Basisschool De Kinderbrug,POINT(4.5757609 52.1926319),BAS,True,1-8-1985,,RIJPWETERING,Zuid-Holland,1,False,False,False,True,True,True,True,True
04VS,Basisschool De Wegwijzer,POINT(6.170067 51.4479656),BAS,True,1-8-1985,,LOMM,Limburg,1,False,False,False,True,True,True,True,True
04VT,Basisschool De Zevensprong,POINT(5.8878061 51.7189969),BAS,True,1-8-1985,,CUIJK,Noord-Brabant,1,False,False,False,True,True,True,True,True
04VV,CBS De Verrekijker,POINT(6.7932919 52.2630907),BAS,True,1-8-1985,,WAARDHUIZEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04VW,Daltonschool Wilhelmina,POINT(6.7199116 51.9795266),BAS,True,1-8-1985,,WINTERSWIJK,Gelderland,1,False,False,False,True,True,True,True,True
04VX,Basisschool Herman Jozef,POINT(4.3473142 51.980897),BAS,True,1-8-1985,,BERLICUM,Noord-Brabant,1,False,False,False,True,True,True,True,True
04VY,Protestants Christelijke Basisschool Marimba,POINT(6.094789979057632 51.398796700000005),BAS,True,1-8-1985,,UDEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04WC,IKC Succesbos,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,ZELHEM,Gelderland,1,False,False,False,True,True,True,True,True
04WD,Protestants Christelijke Basisschool Willem Alexander,POINT(6.9208752 52.7109108),BAS,True,1-8-1985,,ERICA,Drenthe,1,False,False,False,True,True,True,True,True
04WG,School Muhring,POINT(4.6764816 51.8107864),BAS,True,1-8-1985,,DORDRECHT,Zuid-Holland,1,False,False,False,True,True,True,True,True
04WJ,Katholieke Basisschool De Vonder,POINT(4.8420292 51.7073648),BAS,True,1-8-1985,,RIEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04WL,Daltonschool St Joris,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,BORCULO,Gelderland,1,False,False,False,True,True,True,True,True
04WM,School met de Bijbel Ruitenbeek,POINT(5.633759 52.1230863),BAS,True,1-8-1985,,LUNTEREN,Gelderland,1,False,False,False,True,True,True,True,True
04WO,IKC Bentelwijz,POINT(6.8975288 52.2206885),BAS,True,1-8-1985,,BENTELO,Overijssel,1,False,False,False,True,True,True,True,True
04WQ,Johannes Calvijn-School,POINT(6.8930482 52.2222161),BAS,True,1-8-1985,,WOLPHAARTSDIJK,Zeeland,1,False,False,False,True,True,True,True,True
04WR,Bontebrugschool Prot. Chr. Basisschool voor Jenaplanonderwijs,POINT(6.3967949 51.8941451),BAS,True,1-8-1985,,SILVOLDE,Gelderland,1,False,False,False,True,True,True,True,True
04WS,De Garve,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,WICHMOND,Gelderland,1,False,False,False,True,True,True,True,True
04WT,Basisschool De Vuurvlinder,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,GEERTRUIDENBERG,Noord-Brabant,1,False,False,False,True,True,True,True,True
04WU,School op de Berg,POINT(5.17820676974601 52.1015489),BAS,True,1-8-1985,,AMERSFOORT,Utrecht,1,False,False,False,True,True,True,True,True
04WV,IKC De Lei,POINT(4.66543589248697 52.38490765),BAS,True,1-8-1985,,LEIMUIDEN,Zuid-Holland,1,False,False,False,True,True,True,True,True
04WW,Basisschool De Verbinding - school met de Bijbel,POINT(6.1703215 53.097271),BAS,True,1-8-1985,,URETERP,Friesland,1,False,False,False,True,True,True,True,True
04WX,Chr Basisschool Arcade,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,WARNSVELD,Gelderland,1,False,False,False,True,True,True,True,True
04XA,Johannes Calvijnschool,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,URK,Flevoland,1,False,False,False,True,True,True,True,True
04XB,Basisschool De Bentetop,POINT(6.9894991 52.8576936),BAS,True,1-8-1985,,NIEUW-WEERDINGE,Drenthe,1,False,False,False,True,True,True,True,True
04XC,RK Basissch De Schakel,POINT(5.17820676974601 52.1015489),BAS,True,1-8-1985,,AMMERZODEN,Gelderland,1,False,False,False,True,True,True,True,True
04XD,Basisschool Klim-op,POINT(4.2304806 51.9370926),BAS,True,1-8-1985,,HAAREN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04XH,Zevensprong,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,BOSKOOP,Zuid-Holland,1,False,False,False,True,True,True,True,True
04XL,Kindcentrum Aelse,POINT(6.8911312 52.2219198),BAS,True,1-8-1985,,ELSLOO LB,Limburg,1,False,False,False,True,True,True,True,True
04XS,Basissch De Borckeshof,POINT(6.4686204 51.8757287),BAS,True,1-8-1985,,BREEDENBROEK,Gelderland,1,False,False,False,True,True,True,True,True
04XT,Koningin Wilhelmina School,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,OUDERKERK AAN DEN IJSSEL,Zuid-Holland,1,False,False,False,True,True,True,True,True
04XW,Basisschool De Klimpaal,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,ETTEN,Gelderland,1,False,False,False,True,True,True,True,True
04XX,Prinses Amaliaschool,POINT(4.8420292 51.7073648),BAS,True,1-8-1985,,BOXTEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04XZ,Basisschool De Klim,POINT(5.3152377 51.5719985),BAS,True,1-8-1985,,BOXTEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
04YG,Basisschool Pius X,POINT(6.8937885 52.2197423),BAS,True,1-8-1985,,VARSSELDER,Gelderland,1,False,False,False,True,True,True,True,True
04YJ,IKC De Vonkenmorgen,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,GENDT,Gelderland,2,False,False,False,True,True,True,True,True
04YQ,De Hoeksteen,POINT(4.874724 52.3573287),BAS,True,1-8-1985,,BUSSUM,Noord-Holland,1,False,False,False,True,True,True,True,True
04YR,Rooms Katholieke Minister Cals-School,POINT(5.1466025 52.289871),BAS,True,1-8-1985,,NAARDEN,Noord-Holland,2,False,False,False,True,True,True,True,True
04YT,Oranje Nassau,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,VEEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
04YU,Rooms Katholieke Basisschool De Hoeksteen,POINT(4.8872766 52.3701828),BAS,True,1-8-1985,,ENKHUIZEN,Noord-Holland,2,False,False,False,True,True,True,True,True
04YY,Nicolaas Basisschool,POINT(4.8872766 52.3701828),BAS,True,1-8-1985,,SCHALKHAAR,Overijssel,1,False,False,False,True,True,True,True,True
04YZ,De Wilge,POINT(5.1863359 52.2337995),BAS,True,1-8-1985,,HILVERSUM,Noord-Holland,2,False,False,False,True,True,True,True,True
04ZB,Mariabasisschool,POINT(5.709476294905933 52.46301915),BAS,True,1-8-1985,,MARKNESSE,Flevoland,1,False,False,False,True,True,True,True,True
04ZF,RK Basisschool Petrus en Paulus,POINT(4.23304 51.4582199),BAS,True,1-8-1985,,DINTELOORD,Noord-Brabant,1,False,False,False,True,True,True,True,True
04ZG,IKC Joannes,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,GROESSEN,Gelderland,1,False,False,False,True,True,True,True,True
04ZI,Basisschool Keuningshofke,POINT(5.9553012 51.0511852),BAS,True,1-8-1985,,KONINGSBOSCH,Limburg,1,False,False,False,True,True,True,True,True
04ZM,De Binckhorst-St. Jan,POINT(5.2292273 52.2558595),BAS,True,1-8-1985,,LAREN NH,Noord-Holland,1,False,False,False,True,True,True,True,True
04ZO,Sint Willibrordus,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,COEVORDEN,Drenthe,1,False,False,False,True,True,True,True,True
04ZS,Katholieke Brede School Carolus,POINT(4.8052322 52.3587859),BAS,True,1-8-1985,,COTHEN,Utrecht,1,False,False,False,True,True,True,True,True
04ZT,De Drie Linden,POINT(4.2260757 51.4936452),BAS,True,1-8-1985,,'S-GRAVENHAGE,Zuid-Holland,1,False,False,False,True,True,True,True,True
04ZV,RK Basisschool De Keerkring,POINT(5.771233 50.8266884),BAS,True,1-8-1985,,CADIER EN KEER,Limburg,1,False,False,False,True,True,True,True,True
04ZW,Basisschool De Springplank,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,VUGHT,Noord-Brabant,1,False,False,False,True,True,True,True,True
04ZX,SWS De Kring,POINT(5.7241289 52.6460139),BAS,True,1-8-1985,,NAGELE,Flevoland,1,False,False,False,True,True,True,True,True
05AI,Sint Ludgerus-School,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,BALK,Friesland,1,False,False,False,True,True,True,True,True
05AO,De Windhoek,POINT(4.6559577 52.5974736),BAS,True,1-8-1985,,EGMOND-BINNEN,Noord-Holland,1,False,False,False,True,True,True,True,True
05AS,Christelijke Basisschool bij de Boarne,POINT(3.6180649 51.5802566),BAS,True,1-8-1985,1-8-2018,NIJEWIER,Friesland,1,False,False,False,True,True,True,True,False
05AT,Pax Christi,POINT(7.0302683 52.2410088),BAS,True,1-8-1985,,OVERDINKEL,Overijssel,1,False,False,False,True,True,True,True,True
05AU,Sint Leonardus,POINT(4.267553509865934 51.8769979),BAS,True,1-8-1985,,BRIELLE,Zuid-Holland,1,False,False,False,True,True,True,True,True
05AY,Christelijke Basisschool De Ark,POINT(5.0129959 51.7278526),BAS,True,1-8-1985,,MEEUWEN,Noord-Brabant,1,False,False,False,True,True,True,True,True
05BB,Basisschool Sint Martinus,POINT(6.8911312 52.2219198),BAS,True,1-8-1985,,GRONSVELD,Limburg,1,False,False,False,True,True,True,True,True
05BC,Sint Adalbertusschool voor Basisonderwijs,POINT(4.66543589248697 52.38490765),BAS,True,1-8-1985,,SPAARNDAM,Noord-Holland,1,False,False,False,True,True,True,True,True
05BE,Dr. Plesmanschool,POINT(4.8689263 51.798914),BAS,True,1-8-1985,,BADHOEVEDORP,Noord-Holland,1,False,False,False,True,True,True,True,True
05BF,Rooms Katholieke basisschool St. Willibrordus,POINT(4.5592397 52.2202081),BAS,True,1-8-1985,,BUITENKAAG,Noord-Holland,1,False,False,False,True,True,True,True,True
05BG,Samenwerkingsschool De Pelikaan,POINT(4.58478748921938 51.6880942),BAS,True,1-8-1985,,HAASTRECHT,Zuid-Holland,1,False,False,False,True,True,True,True,True
05BH,Rooms Katholieke Basisschool Sint Barbara,POINT(6.8937885 52.2197423),BAS,True,1-8-1985,,TUITJENHORN,Noord-Holland,1,False,False,False,True,True,True,True,True
05BI,Basisschool Sint Jan,POINT(3.6180649 51.5802566),BAS,True,1-8-1985,,WAARLAND,Noord-Holland,1,False,False,False,True,True,True,True,True
05BJ,basisschool Sint Michael,POINT(5.4181641 53.173233),BAS,True,1-8-1985,,HARLINGEN,Friesland,1,False,False,False,True,True,True,True,True
05BK,KBs De Notenbalk,POINT(4.8872766 52.3701828),BAS,True,1-8-1985,,HARMELEN,Utrecht,2,False,False,False,True,True,True,True,True
05BL,IKC Sterrenwijzer,POINT(4.3471538 51.9808535),BAS,True,1-8-1985,,HAZERSWOUDE-DORP,Zuid-Holland,1,False,False,False,True,True,True,True,True
05BM,IKC Sint Joseph,POINT(5.1094235 52.1197434),BAS,True,1-8-1985,,HEERHUGOWAARD,Noord-Holland,1,False,False,False,True,True,True,True,True
05BN,Basisschool De Horizon,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,GRASHOEK,Limburg,1,False,False,False,True,True,True,True,True
05BO,Basisschool Silvester Bernadette,POINT(6.094789979057632 51.398796700000005),BAS,True,1-8-1985,,HELMOND,Noord-Brabant,1,False,False,False,True,True,True,True,True
05BQ,Basisschool Dr Landman,POINT(5.231292 51.6336059),BAS,True,1-8-1985,,HELVOIRT,Noord-Brabant,1,False,False,False,True,True,True,True,True
05BR,Basisschool De Leer,POINT(6.264248431753151 51.874374),BAS,True,1-8-1985,,HENGELO GLD,Gelderland,1,False,False,False,True,True,True,True,True
05BS,Sint Bonifaciusschool,POINT(4.8052322 52.3587859),BAS,True,1-8-1985,,REAHUS,Friesland,1,False,False,False,True,True,True,True,True
05BT,St. Hubertusschool,POINT(6.8935824 52.2210791),BAS,True,1-8-1985,,HERTEN,Limburg,1,False,False,False,True,True,True,True,True
05BU,Basisschool Sprankel,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,HERWEN,Gelderland,1,False,False,False,True,True,True,True,True
05BX,Sint Clemensschool voor Basisonderwijs,POINT(4.8872766 52.3701828),BAS,True,1-8-1985,,HULSEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
05BY,Basisschool De Zyp,POINT(5.9106971 51.9788779),BAS,True,1-8-1985,,ARNHEM,Gelderland,1,False,False,False,True,True,True,True,True
05CD,Rooms Katholieke Basisschool De Horizon,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,KATWIJK ZH,Zuid-Holland,1,False,False,False,True,True,True,True,True
05CH,Christelijke Basisschool De Borg,POINT(4.8193028 52.3394177),BAS,True,1-8-1985,,HAREN GN,Groningen,1,False,False,False,True,True,True,True,True
05CJ,Hoogholtje,POINT(6.427727 53.3580217),BAS,True,1-8-1985,,WEHE-DEN HOORN,Groningen,1,False,False,False,True,True,True,True,True
05CN,Rooms Katholieke Basisschool De Meander,POINT(4.3472792 51.9809421),BAS,True,1-8-1985,,LITH,Noord-Brabant,1,False,False,False,True,True,True,True,True
05CO,RK Basisschool St Antonius,POINT(5.17820676974601 52.1015489),BAS,True,1-8-1985,,MAREN-KESSEL,Noord-Brabant,1,False,False,False,True,True,True,True,True
05CP,Rooms Katholieke Basisschool Sint Joseph,POINT(6.8935824 52.2210791),BAS,True,1-8-1985,,LOCHEM,Gelderland,1,False,False,False,True,True,True,True,True
05CS,Jozefschool,POINT(4.66543589248697 52.38490765),BAS,True,1-8-1985,,MEDEMBLIK,Noord-Holland,1,False,False,False,True,True,True,True,True
05CT,Bredeschooll De Achtbaan,POINT(6.0180069 51.1619038),BAS,True,1-8-1985,,MELICK,Limburg,1,False,False,False,True,True,True,True,True
05CX,St Nicolaas school,POINT(4.8682673 51.801082),BAS,True,1-8-1985,,NIBBIXWOUD,Noord-Holland,1,False,False,False,True,True,True,True,True
